Order Date,Region,Category,Channel,Units Sold,Unit Price,Sales,Cost,Profit,Year,Month,Month Name,Quarter,Profit Margin %
2023-07-04,North,Groceries,Retail Store,3,18.84,56.52,37.43,19.09,2023,7,Jul,3,33.78
2023-07-04,South,Groceries,Online,4,20.7,82.8,64.46,18.34,2023,7,Jul,3,22.15
2023-07-04,East,Electronics,Retail Store,2,176.21,352.42,245.18,107.24,2023,7,Jul,3,30.43
2023-07-04,Central,Home & Kitchen,Online,1,55.63,55.63,43.63,12.0,2023,7,Jul,3,21.57
2023-07-05,South,Electronics,Online,2,145.6,291.2,206.06,85.14,2023,7,Jul,3,29.24
2023-07-05,Central,Sports & Fitness,Distributor,4,50.77,203.08,151.53,51.55,2023,7,Jul,3,25.38
2023-07-05,Central,Apparel,Online,2,54.43,108.86,92.67,16.19,2023,7,Jul,3,14.87
2023-07-05,Central,Home & Kitchen,Retail Store,2,62.16,124.32,83.35,40.97,2023,7,Jul,3,32.96
2023-07-05,South,Groceries,Retail Store,2,19.57,39.14,28.53,10.61,2023,7,Jul,3,27.11
2023-07-05,East,Apparel,Online,5,37.45,187.25,143.85,43.4,2023,7,Jul,3,23.18
2023-07-05,Central,Electronics,Online,9,180.45,1624.05,1419.72,204.33,2023,7,Jul,3,12.58
2023-07-05,West,Apparel,Online,2,53.66,107.32,88.77,18.55,2023,7,Jul,3,17.28
2023-07-05,East,Groceries,Retail Store,1,19.42,19.42,16.85,2.57,2023,7,Jul,3,13.23
2023-07-05,South,Electronics,Online,2,183.44,366.88,254.79,112.09,2023,7,Jul,3,30.55
2023-07-05,South,Electronics,Distributor,2,187.44,374.88,318.2,56.68,2023,7,Jul,3,15.12
2023-07-05,North,Home & Kitchen,Online,3,69.02,207.06,176.1,30.96,2023,7,Jul,3,14.95
2023-07-05,North,Electronics,Retail Store,3,200.25,600.75,442.6,158.15,2023,7,Jul,3,26.33
2023-07-05,North,Electronics,Online,5,163.6,818.0,592.53,225.47,2023,7,Jul,3,27.56
2023-07-05,East,Home & Kitchen,Online,6,79.88,479.28,368.45,110.83,2023,7,Jul,3,23.12
2023-07-05,East,Electronics,Online,1,226.19,226.19,177.8,48.39,2023,7,Jul,3,21.39
2023-07-06,South,Apparel,Online,4,44.76,179.04,156.36,22.68,2023,7,Jul,3,12.67
2023-07-06,Central,Home & Kitchen,Online,2,61.55,123.1,80.63,42.47,2023,7,Jul,3,34.5
2023-07-06,South,Groceries,Online,4,21.61,86.44,66.11,20.33,2023,7,Jul,3,23.52
2023-07-06,Central,Sports & Fitness,Distributor,4,70.51,282.04,203.48,78.56,2023,7,Jul,3,27.85
2023-07-06,East,Groceries,Online,2,22.05,44.1,33.79,10.31,2023,7,Jul,3,23.38
2023-07-06,South,Sports & Fitness,Online,4,67.66,270.64,206.08,64.56,2023,7,Jul,3,23.85
2023-07-06,West,Electronics,Online,5,228.81,1144.05,846.41,297.64,2023,7,Jul,3,26.02
2023-07-06,East,Groceries,Retail Store,10,21.58,215.8,174.31,41.49,2023,7,Jul,3,19.23
2023-07-06,South,Groceries,Online,3,19.14,57.42,49.93,7.49,2023,7,Jul,3,13.04
2023-07-06,Central,Sports & Fitness,Retail Store,1,55.26,55.26,38.81,16.45,2023,7,Jul,3,29.77
2023-07-06,Central,Electronics,Retail Store,3,214.91,644.73,562.28,82.45,2023,7,Jul,3,12.79
2023-07-06,West,Home & Kitchen,Online,5,62.92,314.6,260.66,53.94,2023,7,Jul,3,17.15
2023-07-07,Central,Sports & Fitness,Retail Store,1,70.97,70.97,52.22,18.75,2023,7,Jul,3,26.42
2023-07-07,South,Electronics,Online,4,212.73,850.92,561.55,289.37,2023,7,Jul,3,34.01
2023-07-07,Central,Home & Kitchen,Online,4,62.88,251.52,190.46,61.06,2023,7,Jul,3,24.28
2023-07-07,Central,Apparel,Distributor,4,58.16,232.64,177.85,54.79,2023,7,Jul,3,23.55
2023-07-07,North,Groceries,Online,6,26.45,158.7,122.59,36.11,2023,7,Jul,3,22.75
2023-07-07,West,Apparel,Retail Store,3,45.8,137.4,104.6,32.8,2023,7,Jul,3,23.87
2023-07-07,Central,Apparel,Online,1,53.03,53.03,34.7,18.33,2023,7,Jul,3,34.57
2023-07-07,East,Apparel,Retail Store,1,43.48,43.48,28.79,14.69,2023,7,Jul,3,33.79
2023-07-07,North,Apparel,Online,8,52.52,420.16,317.74,102.42,2023,7,Jul,3,24.38
2023-07-07,East,Apparel,Retail Store,1,44.26,44.26,37.68,6.58,2023,7,Jul,3,14.87
2023-07-07,North,Apparel,Distributor,12,37.75,453.0,356.85,96.15,2023,7,Jul,3,21.23
2023-07-07,North,Groceries,Retail Store,1,25.52,25.52,17.7,7.82,2023,7,Jul,3,30.64
2023-07-07,North,Electronics,Online,2,149.71,299.42,242.92,56.5,2023,7,Jul,3,18.87
2023-07-07,North,Apparel,Distributor,6,43.52,261.12,208.71,52.41,2023,7,Jul,3,20.07
2023-07-07,Central,Sports & Fitness,Retail Store,6,67.22,403.32,299.21,104.11,2023,7,Jul,3,25.81
2023-07-07,South,Electronics,Online,2,168.75,337.5,256.4,81.1,2023,7,Jul,3,24.03
2023-07-08,North,Apparel,Online,12,46.78,561.36,455.04,106.32,2023,7,Jul,3,18.94
2023-07-08,North,Apparel,Retail Store,2,46.14,92.28,69.35,22.93,2023,7,Jul,3,24.85
2023-07-08,Central,Apparel,Retail Store,7,47.82,334.74,226.02,108.72,2023,7,Jul,3,32.48
2023-07-08,North,Groceries,Online,4,25.53,102.12,71.49,30.63,2023,7,Jul,3,29.99
2023-07-08,South,Electronics,Distributor,7,201.44,1410.08,1196.51,213.57,2023,7,Jul,3,15.15
2023-07-08,North,Electronics,Retail Store,10,224.47,2244.7,1945.6,299.1,2023,7,Jul,3,13.32
2023-07-08,East,Electronics,Retail Store,1,186.27,186.27,131.7,54.57,2023,7,Jul,3,29.3
2023-07-08,South,Apparel,Distributor,2,42.57,85.14,60.38,24.76,2023,7,Jul,3,29.08
2023-07-08,North,Groceries,Retail Store,2,23.12,46.24,32.39,13.85,2023,7,Jul,3,29.95
2023-07-09,South,Sports & Fitness,Online,12,45.91,550.92,409.31,141.61,2023,7,Jul,3,25.7
2023-07-09,Central,Apparel,Retail Store,3,39.96,119.88,80.18,39.7,2023,7,Jul,3,33.12
2023-07-09,North,Apparel,Distributor,3,57.15,171.45,141.01,30.44,2023,7,Jul,3,17.75
2023-07-09,East,Apparel,Distributor,3,42.26,126.78,98.54,28.24,2023,7,Jul,3,22.27
2023-07-09,South,Home & Kitchen,Retail Store,6,81.97,491.82,410.6,81.22,2023,7,Jul,3,16.51
2023-07-09,South,Sports & Fitness,Distributor,1,66.31,66.31,54.99,11.32,2023,7,Jul,3,17.07
2023-07-09,North,Apparel,Online,7,36.86,258.02,174.99,83.03,2023,7,Jul,3,32.18
2023-07-09,East,Sports & Fitness,Distributor,3,71.24,213.72,153.6,60.12,2023,7,Jul,3,28.13
2023-07-09,East,Electronics,Online,2,226.68,453.36,359.25,94.11,2023,7,Jul,3,20.76
2023-07-09,Central,Electronics,Distributor,14,231.0,3234.0,2636.27,597.73,2023,7,Jul,3,18.48
2023-07-10,North,Apparel,Distributor,6,53.89,323.34,237.76,85.58,2023,7,Jul,3,26.47
2023-07-10,North,Electronics,Online,1,150.78,150.78,110.46,40.32,2023,7,Jul,3,26.74
2023-07-10,Central,Sports & Fitness,Online,6,61.43,368.58,263.54,105.04,2023,7,Jul,3,28.5
2023-07-10,West,Groceries,Retail Store,7,28.52,199.64,167.27,32.37,2023,7,Jul,3,16.21
2023-07-10,West,Sports & Fitness,Retail Store,3,62.97,188.91,134.97,53.94,2023,7,Jul,3,28.55
2023-07-10,Central,Sports & Fitness,Retail Store,3,55.92,167.76,143.3,24.46,2023,7,Jul,3,14.58
2023-07-10,East,Electronics,Distributor,2,165.32,330.64,266.45,64.19,2023,7,Jul,3,19.41
2023-07-10,West,Electronics,Online,7,193.29,1353.03,969.33,383.7,2023,7,Jul,3,28.36
2023-07-11,North,Apparel,Retail Store,1,38.79,38.79,25.71,13.08,2023,7,Jul,3,33.72
2023-07-11,North,Home & Kitchen,Distributor,4,78.83,315.32,272.26,43.06,2023,7,Jul,3,13.66
2023-07-11,South,Apparel,Retail Store,2,53.75,107.5,92.78,14.72,2023,7,Jul,3,13.69
2023-07-11,West,Apparel,Retail Store,3,54.53,163.59,132.16,31.43,2023,7,Jul,3,19.21
2023-07-11,South,Groceries,Retail Store,4,21.96,87.84,65.41,22.43,2023,7,Jul,3,25.54
2023-07-11,South,Apparel,Online,2,56.71,113.42,78.8,34.62,2023,7,Jul,3,30.52
2023-07-11,East,Home & Kitchen,Distributor,3,60.17,180.51,121.08,59.43,2023,7,Jul,3,32.92
2023-07-11,Central,Electronics,Distributor,5,208.44,1042.2,801.39,240.81,2023,7,Jul,3,23.11
2023-07-11,North,Groceries,Distributor,4,26.68,106.72,80.48,26.24,2023,7,Jul,3,24.59
2023-07-12,South,Groceries,Online,2,20.55,41.1,34.36,6.74,2023,7,Jul,3,16.4
2023-07-12,East,Electronics,Retail Store,5,232.76,1163.8,756.5,407.3,2023,7,Jul,3,35.0
2023-07-12,Central,Groceries,Online,1,28.12,28.12,24.59,3.53,2023,7,Jul,3,12.55
2023-07-12,East,Electronics,Retail Store,14,230.41,3225.74,2428.97,796.77,2023,7,Jul,3,24.7
2023-07-12,Central,Apparel,Online,1,42.27,42.27,33.51,8.76,2023,7,Jul,3,20.72
2023-07-12,East,Home & Kitchen,Retail Store,1,56.32,56.32,46.28,10.04,2023,7,Jul,3,17.83
2023-07-12,North,Electronics,Online,1,166.09,166.09,121.14,44.95,2023,7,Jul,3,27.06
2023-07-12,North,Apparel,Distributor,1,43.42,43.42,37.49,5.93,2023,7,Jul,3,13.66
2023-07-13,North,Home & Kitchen,Retail Store,1,83.67,83.67,68.41,15.26,2023,7,Jul,3,18.24
2023-07-13,East,Groceries,Distributor,3,24.45,73.35,59.07,14.28,2023,7,Jul,3,19.47
2023-07-13,West,Sports & Fitness,Retail Store,9,50.15,451.35,341.64,109.71,2023,7,Jul,3,24.31
2023-07-13,Central,Home & Kitchen,Online,2,77.46,154.92,133.49,21.43,2023,7,Jul,3,13.83
2023-07-13,South,Groceries,Online,3,25.32,75.96,63.77,12.19,2023,7,Jul,3,16.05
2023-07-13,South,Electronics,Retail Store,1,218.92,218.92,150.03,68.89,2023,7,Jul,3,31.47
2023-07-13,Central,Electronics,Retail Store,2,169.36,338.72,249.33,89.39,2023,7,Jul,3,26.39
2023-07-13,North,Electronics,Retail Store,6,158.56,951.36,720.08,231.28,2023,7,Jul,3,24.31
2023-07-13,West,Electronics,Online,8,181.67,1453.36,1083.8,369.56,2023,7,Jul,3,25.43
2023-07-13,West,Electronics,Online,6,226.04,1356.24,1190.37,165.87,2023,7,Jul,3,12.23
2023-07-14,South,Electronics,Retail Store,5,206.08,1030.4,904.21,126.19,2023,7,Jul,3,12.25
2023-07-14,South,Sports & Fitness,Online,5,47.02,235.1,171.87,63.23,2023,7,Jul,3,26.89
2023-07-14,West,Sports & Fitness,Distributor,2,67.41,134.82,97.61,37.21,2023,7,Jul,3,27.6
2023-07-14,South,Home & Kitchen,Retail Store,2,71.84,143.68,122.77,20.91,2023,7,Jul,3,14.55
2023-07-14,Central,Home & Kitchen,Online,4,57.61,230.44,201.29,29.15,2023,7,Jul,3,12.65
2023-07-14,Central,Home & Kitchen,Distributor,2,56.03,112.06,94.21,17.85,2023,7,Jul,3,15.93
2023-07-14,South,Sports & Fitness,Online,2,66.24,132.48,110.78,21.7,2023,7,Jul,3,16.38
2023-07-14,North,Apparel,Online,9,47.43,426.87,374.5,52.37,2023,7,Jul,3,12.27
2023-07-14,Central,Groceries,Online,1,19.29,19.29,13.25,6.04,2023,7,Jul,3,31.31
2023-07-14,Central,Groceries,Retail Store,1,17.84,17.84,13.26,4.58,2023,7,Jul,3,25.67
2023-07-15,North,Electronics,Distributor,1,216.62,216.62,176.89,39.73,2023,7,Jul,3,18.34
2023-07-15,East,Groceries,Online,4,25.78,103.12,81.38,21.74,2023,7,Jul,3,21.08
2023-07-15,West,Electronics,Retail Store,1,168.86,168.86,120.96,47.9,2023,7,Jul,3,28.37
2023-07-15,Central,Home & Kitchen,Online,6,72.6,435.6,324.17,111.43,2023,7,Jul,3,25.58
2023-07-15,North,Apparel,Distributor,2,37.98,75.96,54.4,21.56,2023,7,Jul,3,28.38
2023-07-15,Central,Electronics,Online,4,155.45,621.8,470.25,151.55,2023,7,Jul,3,24.37
2023-07-15,West,Apparel,Online,6,47.23,283.38,187.52,95.86,2023,7,Jul,3,33.83
2023-07-15,South,Electronics,Online,2,190.0,380.0,248.81,131.19,2023,7,Jul,3,34.52
2023-07-16,North,Groceries,Retail Store,1,21.38,21.38,17.39,3.99,2023,7,Jul,3,18.66
2023-07-16,North,Groceries,Distributor,1,25.7,25.7,20.21,5.49,2023,7,Jul,3,21.36
2023-07-16,South,Home & Kitchen,Retail Store,3,79.25,237.75,178.73,59.02,2023,7,Jul,3,24.82
2023-07-16,South,Electronics,Online,3,189.1,567.3,413.24,154.06,2023,7,Jul,3,27.16
2023-07-16,West,Electronics,Online,1,193.7,193.7,144.36,49.34,2023,7,Jul,3,25.47
2023-07-16,East,Groceries,Online,7,25.96,181.72,145.5,36.22,2023,7,Jul,3,19.93
2023-07-16,North,Groceries,Online,3,28.48,85.44,63.19,22.25,2023,7,Jul,3,26.04
2023-07-16,South,Apparel,Retail Store,1,54.43,54.43,37.9,16.53,2023,7,Jul,3,30.37
2023-07-16,North,Apparel,Online,4,47.52,190.08,127.68,62.4,2023,7,Jul,3,32.83
2023-07-17,South,Electronics,Online,1,207.12,207.12,157.57,49.55,2023,7,Jul,3,23.92
2023-07-17,Central,Sports & Fitness,Online,1,58.98,58.98,40.98,18.0,2023,7,Jul,3,30.52
2023-07-17,North,Groceries,Online,3,23.74,71.22,55.95,15.27,2023,7,Jul,3,21.44
2023-07-17,Central,Apparel,Retail Store,8,46.91,375.28,277.82,97.46,2023,7,Jul,3,25.97
2023-07-17,South,Sports & Fitness,Distributor,10,69.68,696.8,557.6,139.2,2023,7,Jul,3,19.98
2023-07-17,West,Electronics,Retail Store,4,152.49,609.96,462.6,147.36,2023,7,Jul,3,24.16
2023-07-17,North,Groceries,Online,9,26.89,242.01,212.73,29.28,2023,7,Jul,3,12.1
2023-07-17,East,Home & Kitchen,Online,1,73.0,73.0,48.74,24.26,2023,7,Jul,3,33.23
2023-07-17,East,Groceries,Retail Store,4,18.35,73.4,63.27,10.13,2023,7,Jul,3,13.8
2023-07-17,East,Electronics,Retail Store,12,218.84,2626.08,1804.74,821.34,2023,7,Jul,3,31.28
2023-07-18,Central,Groceries,Retail Store,2,19.48,38.96,30.95,8.01,2023,7,Jul,3,20.56
2023-07-18,South,Electronics,Retail Store,6,218.89,1313.34,1076.5,236.84,2023,7,Jul,3,18.03
2023-07-18,West,Groceries,Retail Store,1,19.57,19.57,13.15,6.42,2023,7,Jul,3,32.81
2023-07-18,Central,Sports & Fitness,Retail Store,1,64.37,64.37,55.02,9.35,2023,7,Jul,3,14.53
2023-07-18,East,Apparel,Online,2,38.77,77.54,52.84,24.7,2023,7,Jul,3,31.85
2023-07-18,West,Apparel,Online,4,50.59,202.36,133.17,69.19,2023,7,Jul,3,34.19
2023-07-18,West,Home & Kitchen,Retail Store,1,52.59,52.59,41.85,10.74,2023,7,Jul,3,20.42
2023-07-18,West,Electronics,Online,2,203.63,407.26,288.45,118.81,2023,7,Jul,3,29.17
2023-07-18,Central,Electronics,Distributor,6,153.38,920.28,633.84,286.44,2023,7,Jul,3,31.13
2023-07-18,East,Home & Kitchen,Online,2,54.84,109.68,78.41,31.27,2023,7,Jul,3,28.51
2023-07-19,North,Electronics,Retail Store,1,195.58,195.58,168.03,27.55,2023,7,Jul,3,14.09
2023-07-19,North,Home & Kitchen,Retail Store,1,67.42,67.42,45.94,21.48,2023,7,Jul,3,31.86
2023-07-19,East,Apparel,Retail Store,5,45.91,229.55,187.18,42.37,2023,7,Jul,3,18.46
2023-07-19,North,Apparel,Distributor,8,45.55,364.4,311.05,53.35,2023,7,Jul,3,14.64
2023-07-19,North,Groceries,Retail Store,7,22.71,158.97,110.01,48.96,2023,7,Jul,3,30.8
2023-07-19,East,Electronics,Retail Store,2,159.85,319.7,213.78,105.92,2023,7,Jul,3,33.13
2023-07-19,West,Apparel,Distributor,4,48.24,192.96,139.84,53.12,2023,7,Jul,3,27.53
2023-07-20,North,Sports & Fitness,Retail Store,2,61.79,123.58,102.53,21.05,2023,7,Jul,3,17.03
2023-07-20,South,Apparel,Online,3,43.8,131.4,89.62,41.78,2023,7,Jul,3,31.8
2023-07-20,North,Sports & Fitness,Retail Store,6,69.57,417.42,296.23,121.19,2023,7,Jul,3,29.03
2023-07-20,West,Home & Kitchen,Online,5,54.65,273.25,211.16,62.09,2023,7,Jul,3,22.72
2023-07-20,North,Apparel,Online,1,46.74,46.74,34.63,12.11,2023,7,Jul,3,25.91
2023-07-20,West,Electronics,Online,3,231.19,693.57,490.45,203.12,2023,7,Jul,3,29.29
2023-07-20,Central,Electronics,Distributor,2,165.35,330.7,253.2,77.5,2023,7,Jul,3,23.44
2023-07-20,West,Electronics,Retail Store,4,160.21,640.84,513.51,127.33,2023,7,Jul,3,19.87
2023-07-20,East,Electronics,Retail Store,3,191.1,573.3,384.18,189.12,2023,7,Jul,3,32.99
2023-07-20,South,Electronics,Online,1,220.21,220.21,164.86,55.35,2023,7,Jul,3,25.14
2023-07-20,West,Sports & Fitness,Online,7,65.81,460.67,371.96,88.71,2023,7,Jul,3,19.26
2023-07-20,West,Electronics,Online,3,172.16,516.48,407.27,109.21,2023,7,Jul,3,21.15
2023-07-20,Central,Sports & Fitness,Distributor,2,70.3,140.6,95.68,44.92,2023,7,Jul,3,31.95
2023-07-20,East,Electronics,Retail Store,3,202.97,608.91,410.43,198.48,2023,7,Jul,3,32.6
2023-07-20,North,Home & Kitchen,Online,13,72.49,942.37,688.73,253.64,2023,7,Jul,3,26.92
2023-07-20,Central,Groceries,Retail Store,2,17.7,35.4,29.86,5.54,2023,7,Jul,3,15.65
2023-07-21,Central,Sports & Fitness,Online,2,52.14,104.28,84.05,20.23,2023,7,Jul,3,19.4
2023-07-21,South,Electronics,Retail Store,2,152.73,305.46,227.0,78.46,2023,7,Jul,3,25.69
2023-07-21,East,Apparel,Online,1,36.25,36.25,30.01,6.24,2023,7,Jul,3,17.21
2023-07-21,East,Home & Kitchen,Retail Store,10,60.64,606.4,417.03,189.37,2023,7,Jul,3,31.23
2023-07-21,South,Sports & Fitness,Distributor,3,64.06,192.18,144.45,47.73,2023,7,Jul,3,24.84
2023-07-21,West,Apparel,Online,4,40.1,160.4,140.34,20.06,2023,7,Jul,3,12.51
2023-07-21,Central,Groceries,Online,1,21.52,21.52,14.06,7.46,2023,7,Jul,3,34.67
2023-07-21,Central,Home & Kitchen,Online,1,74.82,74.82,58.72,16.1,2023,7,Jul,3,21.52
2023-07-21,West,Electronics,Online,2,219.56,439.12,307.65,131.47,2023,7,Jul,3,29.94
2023-07-21,South,Home & Kitchen,Online,1,53.57,53.57,40.25,13.32,2023,7,Jul,3,24.86
2023-07-21,South,Home & Kitchen,Online,4,52.89,211.56,171.95,39.61,2023,7,Jul,3,18.72
2023-07-21,West,Sports & Fitness,Retail Store,3,59.05,177.15,137.17,39.98,2023,7,Jul,3,22.57
2023-07-21,East,Apparel,Online,1,45.0,45.0,34.36,10.64,2023,7,Jul,3,23.64
2023-07-21,West,Apparel,Retail Store,1,46.12,46.12,35.06,11.06,2023,7,Jul,3,23.98
2023-07-21,West,Groceries,Distributor,4,22.72,90.88,61.89,28.99,2023,7,Jul,3,31.9
2023-07-21,North,Apparel,Distributor,5,49.41,247.05,161.82,85.23,2023,7,Jul,3,34.5
2023-07-22,North,Electronics,Retail Store,6,221.42,1328.52,1032.89,295.63,2023,7,Jul,3,22.25
2023-07-22,Central,Electronics,Distributor,4,150.54,602.16,524.16,78.0,2023,7,Jul,3,12.95
2023-07-22,North,Apparel,Retail Store,1,55.42,55.42,46.47,8.95,2023,7,Jul,3,16.15
2023-07-22,West,Groceries,Distributor,3,27.75,83.25,61.25,22.0,2023,7,Jul,3,26.43
2023-07-22,East,Groceries,Online,4,22.76,91.04,78.41,12.63,2023,7,Jul,3,13.87
2023-07-22,North,Groceries,Retail Store,2,24.77,49.54,36.65,12.89,2023,7,Jul,3,26.02
2023-07-22,North,Home & Kitchen,Online,3,76.13,228.39,153.91,74.48,2023,7,Jul,3,32.61
2023-07-22,East,Apparel,Retail Store,1,45.46,45.46,33.02,12.44,2023,7,Jul,3,27.36
2023-07-22,West,Sports & Fitness,Retail Store,1,55.46,55.46,38.24,17.22,2023,7,Jul,3,31.05
2023-07-22,West,Electronics,Online,7,176.65,1236.55,803.86,432.69,2023,7,Jul,3,34.99
2023-07-22,East,Sports & Fitness,Retail Store,3,56.94,170.82,143.16,27.66,2023,7,Jul,3,16.19
2023-07-23,Central,Groceries,Retail Store,6,18.43,110.58,86.41,24.17,2023,7,Jul,3,21.86
2023-07-23,South,Sports & Fitness,Distributor,2,55.94,111.88,80.38,31.5,2023,7,Jul,3,28.16
2023-07-23,North,Electronics,Distributor,2,197.06,394.12,292.09,102.03,2023,7,Jul,3,25.89
2023-07-23,South,Home & Kitchen,Distributor,4,72.88,291.52,197.07,94.45,2023,7,Jul,3,32.4
2023-07-23,North,Home & Kitchen,Retail Store,3,81.8,245.4,177.38,68.02,2023,7,Jul,3,27.72
2023-07-23,East,Home & Kitchen,Retail Store,4,70.93,283.72,238.51,45.21,2023,7,Jul,3,15.93
2023-07-23,West,Apparel,Retail Store,8,52.88,423.04,329.27,93.77,2023,7,Jul,3,22.17
2023-07-23,West,Electronics,Online,3,153.74,461.22,319.26,141.96,2023,7,Jul,3,30.78
2023-07-23,East,Apparel,Retail Store,2,36.01,72.02,51.98,20.04,2023,7,Jul,3,27.83
2023-07-23,North,Groceries,Online,3,18.14,54.42,36.59,17.83,2023,7,Jul,3,32.76
2023-07-23,West,Apparel,Retail Store,2,56.97,113.94,85.84,28.1,2023,7,Jul,3,24.66
2023-07-23,South,Electronics,Online,4,217.61,870.44,755.02,115.42,2023,7,Jul,3,13.26
2023-07-24,Central,Apparel,Online,1,55.09,55.09,44.2,10.89,2023,7,Jul,3,19.77
2023-07-24,West,Electronics,Retail Store,2,161.87,323.74,284.63,39.11,2023,7,Jul,3,12.08
2023-07-24,South,Home & Kitchen,Online,5,59.26,296.3,213.98,82.32,2023,7,Jul,3,27.78
2023-07-24,West,Electronics,Online,3,169.57,508.71,339.97,168.74,2023,7,Jul,3,33.17
2023-07-24,West,Electronics,Online,5,224.18,1120.9,966.79,154.11,2023,7,Jul,3,13.75
2023-07-24,East,Electronics,Online,9,208.27,1874.43,1464.48,409.95,2023,7,Jul,3,21.87
2023-07-24,East,Groceries,Online,3,26.37,79.11,52.0,27.11,2023,7,Jul,3,34.27
2023-07-24,West,Apparel,Distributor,10,52.75,527.5,413.36,114.14,2023,7,Jul,3,21.64
2023-07-24,West,Sports & Fitness,Retail Store,5,54.3,271.5,203.61,67.89,2023,7,Jul,3,25.01
2023-07-24,West,Electronics,Online,2,200.7,401.4,309.47,91.93,2023,7,Jul,3,22.9
2023-07-24,South,Apparel,Online,11,53.52,588.72,467.33,121.39,2023,7,Jul,3,20.62
2023-07-24,North,Home & Kitchen,Retail Store,1,82.63,82.63,59.17,23.46,2023,7,Jul,3,28.39
2023-07-25,North,Groceries,Distributor,1,26.13,26.13,20.26,5.87,2023,7,Jul,3,22.46
2023-07-25,South,Apparel,Distributor,1,41.18,41.18,33.74,7.44,2023,7,Jul,3,18.07
2023-07-25,South,Apparel,Online,1,55.48,55.48,46.66,8.82,2023,7,Jul,3,15.9
2023-07-25,North,Sports & Fitness,Online,9,48.26,434.34,328.69,105.65,2023,7,Jul,3,24.32
2023-07-25,West,Home & Kitchen,Online,1,67.89,67.89,51.59,16.3,2023,7,Jul,3,24.01
2023-07-25,East,Groceries,Distributor,1,28.57,28.57,22.56,6.01,2023,7,Jul,3,21.04
2023-07-25,North,Electronics,Retail Store,1,189.8,189.8,154.02,35.78,2023,7,Jul,3,18.85
2023-07-25,Central,Apparel,Online,7,55.73,390.11,310.03,80.08,2023,7,Jul,3,20.53
2023-07-25,Central,Groceries,Retail Store,3,20.16,60.48,39.84,20.64,2023,7,Jul,3,34.13
2023-07-25,East,Apparel,Online,1,47.06,47.06,35.87,11.19,2023,7,Jul,3,23.78
2023-07-25,South,Groceries,Online,12,27.08,324.96,241.36,83.6,2023,7,Jul,3,25.73
2023-07-25,East,Apparel,Retail Store,2,43.87,87.74,71.0,16.74,2023,7,Jul,3,19.08
2023-07-25,North,Home & Kitchen,Retail Store,3,64.08,192.24,128.04,64.2,2023,7,Jul,3,33.4
2023-07-25,South,Groceries,Distributor,3,26.81,80.43,70.5,9.93,2023,7,Jul,3,12.35
2023-07-25,East,Home & Kitchen,Retail Store,2,54.68,109.36,86.8,22.56,2023,7,Jul,3,20.63
2023-07-26,North,Apparel,Retail Store,5,37.47,187.35,161.34,26.01,2023,7,Jul,3,13.88
2023-07-26,East,Apparel,Online,1,55.8,55.8,36.99,18.81,2023,7,Jul,3,33.71
2023-07-26,North,Groceries,Retail Store,1,27.1,27.1,21.57,5.53,2023,7,Jul,3,20.41
2023-07-26,East,Electronics,Online,7,160.48,1123.36,757.45,365.91,2023,7,Jul,3,32.57
2023-07-26,North,Home & Kitchen,Distributor,4,81.98,327.92,235.09,92.83,2023,7,Jul,3,28.31
2023-07-26,West,Electronics,Retail Store,2,221.54,443.08,386.99,56.09,2023,7,Jul,3,12.66
2023-07-26,Central,Electronics,Retail Store,1,214.64,214.64,169.89,44.75,2023,7,Jul,3,20.85
2023-07-26,North,Groceries,Retail Store,2,23.96,47.92,36.41,11.51,2023,7,Jul,3,24.02
2023-07-27,South,Groceries,Online,1,26.85,26.85,23.41,3.44,2023,7,Jul,3,12.81
2023-07-27,West,Groceries,Distributor,1,23.08,23.08,19.63,3.45,2023,7,Jul,3,14.95
2023-07-27,North,Electronics,Retail Store,2,162.34,324.68,222.47,102.21,2023,7,Jul,3,31.48
2023-07-27,Central,Groceries,Online,8,26.66,213.28,146.47,66.81,2023,7,Jul,3,31.33
2023-07-27,Central,Home & Kitchen,Online,4,74.78,299.12,225.38,73.74,2023,7,Jul,3,24.65
2023-07-27,West,Groceries,Online,6,23.89,143.34,116.33,27.01,2023,7,Jul,3,18.84
2023-07-28,South,Apparel,Online,4,57.12,228.48,200.49,27.99,2023,7,Jul,3,12.25
2023-07-28,Central,Groceries,Online,3,27.23,81.69,55.0,26.69,2023,7,Jul,3,32.67
2023-07-28,West,Apparel,Retail Store,2,47.01,94.02,63.95,30.07,2023,7,Jul,3,31.98
2023-07-28,North,Sports & Fitness,Distributor,3,56.05,168.15,142.89,25.26,2023,7,Jul,3,15.02
2023-07-28,Central,Apparel,Retail Store,4,56.71,226.84,160.2,66.64,2023,7,Jul,3,29.38
2023-07-28,Central,Sports & Fitness,Distributor,2,56.65,113.3,82.6,30.7,2023,7,Jul,3,27.1
2023-07-28,North,Sports & Fitness,Retail Store,10,55.37,553.7,389.13,164.57,2023,7,Jul,3,29.72
2023-07-28,West,Electronics,Online,6,199.36,1196.16,914.45,281.71,2023,7,Jul,3,23.55
2023-07-28,North,Home & Kitchen,Distributor,8,75.47,603.76,470.91,132.85,2023,7,Jul,3,22.0
2023-07-28,South,Electronics,Online,6,169.38,1016.28,715.62,300.66,2023,7,Jul,3,29.58
2023-07-29,West,Sports & Fitness,Online,3,60.58,181.74,140.99,40.75,2023,7,Jul,3,22.42
